Date,Active,Reactive,HouseIndex,Temperature,Humidity,Pressure,Rainfall,Snowfall,Cloud,Wind,Discomfort
2016-09-02 21:00,213.6760684,202.2716587,16,23.5,0.67,998,0,0,8,2.7,71.34155
2016-09-02 21:00,799.0889752,125.7754421,18,23.5,0.67,998,0,0,8,2.7,71.34155
2016-09-02 21:00,230.6506171,101.935907,19,23.5,0.67,998,0,0,8,2.7,71.34155
2016-09-02 22:00,474.5917246,77.9514941,4,23.2,0.7,997.9,0,0,0,2.8,71.1596
2016-09-02 22:00,402.898843,124.012891,6,23.2,0.7,997.9,0,0,0,2.8,71.1596
2016-09-02 22:00,231.0385211,217.2611703,16,23.2,0.7,997.9,0,0,0,2.8,71.1596
2016-09-02 22:00,602.8944794,129.4669515,18,23.2,0.7,997.9,0,0,0,2.8,71.1596
2016-09-02 22:00,279.0240534,106.7601289,19,23.2,0.7,997.9,0,0,0,2.8,71.1596
2016-09-02 23:00,236.3663302,70.08007962,4,23,0.68,997.9,0,0,0,3.4,70.6896
2016-09-02 23:00,362.6523521,123.7010333,6,23,0.68,997.9,0,0,0,3.4,70.6896
2016-09-02 23:00,482.9128807,268.8493496,16,23,0.68,997.9,0,0,0,3.4,70.6896
2016-09-02 23:00,557.7882426,128.1125063,18,23,0.68,997.9,0,0,0,3.4,70.6896
2016-09-02 23:00,227.3668943,105.9782126,19,23,0.68,997.9,0,0,0,3.4,70.6896
2016-09-03 0:00,310.6751866,78.08502868,4,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 0:00,398.2825922,88.35171876,5,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 0:00,256.0512389,113.2435279,6,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 0:00,294.0978486,214.2730171,16,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 0:00,414.5751559,132.1895634,18,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 0:00,252.9105875,113.4403715,19,22.7,0.69,997.9,0,0,8,3.1,70.32637
2016-09-03 1:00,259.7146109,78.76139103,4,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 1:00,355.5469385,70.62447949,5,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 1:00,179.4487571,104.8575459,6,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 1:00,266.1967651,215.2588789,16,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 1:00,478.1511646,138.2891917,18,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 1:00,279.9699683,116.0813645,19,21.5,0.88,998.2,0.1,0,9,2.9,69.8618
2016-09-03 2:00,276.4540688,87.21104904,4,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 2:00,428.7905086,75.33140816,5,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 2:00,192.3941985,111.5982887,6,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 2:00,256.065542,219.1501585,16,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 2:00,443.8241925,134.8438437,18,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 2:00,191.7870265,106.0696155,19,20.7,0.91,998,0.4,0,8,3.8,68.70263
2016-09-03 3:00,242.1813943,86.34313856,4,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 3:00,354.609079,77.58711945,5,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 3:00,175.5923026,118.5890259,6,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 3:00,252.9098604,220.8313011,16,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 3:00,439.4247002,139.3120368,18,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 3:00,101.9743506,97.14843633,19,20.5,0.91,997.9,0,0,9,2.1,68.36045
2016-09-03 4:00,164.8955585,80.9284944,4,20.5,0.9,997.9,0,0,9,2.8,68.3005
